Lot/Order ID,AM or PM,Browser Info,Company,Fabric Type,Material Composition,Color/Pattern,Quantity (Meters),Price per Meter,Credit Card,CC Exp Date,CC Security Code,CC Provider,Email,IP Address,Language,Purchase Price,Shipping Address
813 - 774561,AM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Stitch & Thread Co. Group,Jacquard,70% Cotton / 30% Silk,Olive Green,858.82,28.5,5276981987809270,05/28,232,Mastercard,purchasing@stitchandthreadco.group.com,208.178.205.42,de,24476.37,"5521 Industrial Pkwy, Suite 295, Textile City, TX 78507"
526 - 161204,PM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Modern Textures Partners,Merino Wool,100% Merino Wool,Black,1370.21,35.0,4422758548596559,05/27,614,Mastercard,purchasing@moderntexturespartners.com,33.219.170.7,de,47957.35,"202 Industrial Pkwy, Suite 461, Textile City, TX 75322"
143 - 263518,PM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,EcoWeave Fashion LLC,Merino Wool,100% Merino Wool,Charcoal Grey,462.33,35.0,1321551305570836,09/31,286,Visa,purchasing@ecoweavefashionllc.com,145.196.197.151,zh,16181.55,"8138 Industrial Pkwy, Suite 83, Textile City, TX 79092"
970 - 823895,AM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Modern Textures Partners,Silk Satin,100% Mulberry Silk,Crimson Red,340.26,45.0,4620258254318328,02/31,236,Mastercard,purchasing@moderntexturespartners.com,48.3.156.160,en,15311.7,"1066 Industrial Pkwy, Suite 203, Textile City, TX 75066"
192 - 644830,AM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Luxe Garments Partners,Polyester Taffeta,100% Polyester,Olive Green,960.22,4.5,2387508276817225,08/29,428,American Express,purchasing@luxegarmentspartners.com,135.69.194.40,zh,4320.99,"635 Industrial Pkwy, Suite 176, Textile City, TX 76166"
733 - 194617,PM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Elite Fabrics LLC,Polyester Taffeta,100% Polyester,Crimson Red,300.19,4.5,1608271721733739,11/30,290,Visa,purchasing@elitefabricsllc.com,159.109.210.226,de,1350.86,"1751 Industrial Pkwy, Suite 385, Textile City, TX 78498"
918 - 442836,AM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,EcoWeave Fashion LLC,Organic Cotton,100% Organic Cotton,Blush Pink,470.27,8.75,3255398358446177,12/31,604,Mastercard,purchasing@ecoweavefashionllc.com,17.170.133.222,fr,4114.86,"9563 Industrial Pkwy, Suite 425, Textile City, TX 79080"
725 - 850246,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Modern Textures Partners,Organic Cotton,100% Organic Cotton,Black,1429.29,8.75,0292712053978713,08/31,937,American Express,purchasing@moderntexturespartners.com,144.124.66.39,en,12506.29,"1714 Industrial Pkwy, Suite 78, Textile City, TX 77984"
506 - 864624,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Vogue Trends Ltd Group,Denim,100% Cotton,Indigo Blue,342.89,12.5,0487978889753585,03/27,752,Discover,purchasing@voguetrendsltdgroup.com,83.154.120.237,es,4286.12,"1443 Industrial Pkwy, Suite 427, Textile City, TX 79691"
975 - 932830,PM,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Modern Textures Group,Denim,100% Cotton,Black,1243.71,12.5,5239102929501437,05/31,988,Mastercard,purchasing@moderntexturesgroup.com,13.212.240.22,de,15546.38,"9823 Industrial Pkwy, Suite 265, Textile City, TX 75761"
723 - 220764,AM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Global Apparel Corp LLC,Denim,100% Cotton,Off-White,945.39,12.5,2132176720191116,07/26,232,Mastercard,purchasing@globalapparelcorpllc.com,20.228.69.186,fr,11817.38,"8769 Industrial Pkwy, Suite 399, Textile City, TX 78585"
354 - 307567,AM,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Luxe Garments LLC,Jacquard,70% Cotton / 30% Silk,Crimson Red,1386.8,28.5,6653802748124211,05/26,908,Discover,purchasing@luxegarmentsllc.com,232.4.167.252,de,39523.8,"2559 Industrial Pkwy, Suite 315, Textile City, TX 77348"
484 - 235064,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Urban Outfitters Inc. Inc,Jacquard,70% Cotton / 30% Silk,Mustard Yellow,832.48,28.5,6103995297013712,05/27,534,American Express,purchasing@urbanoutfittersinc.inc.com,111.157.66.55,en,23725.68,"4349 Industrial Pkwy, Suite 492, Textile City, TX 75613"
860 - 916338,AM,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Vogue Trends Ltd Partners,Canvas,100% Heavy Cotton,Blush Pink,1299.85,11.0,0615927387402990,08/31,838,Visa,purchasing@voguetrendsltdpartners.com,17.211.116.34,de,14298.35,"4710 Industrial Pkwy, Suite 281, Textile City, TX 75876"
450 - 434952,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Global Apparel Corp LLC,Polyester Taffeta,100% Polyester,Charcoal Grey,666.5,4.5,4030109567975649,02/28,553,American Express,purchasing@globalapparelcorpllc.com,56.126.128.123,en,2999.25,"2342 Industrial Pkwy, Suite 438, Textile City, TX 77057"
572 - 555275,AM,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Global Apparel Corp Group,Jacquard,70% Cotton / 30% Silk,Off-White,1227.89,28.5,1810306831764172,07/30,143,Visa,purchasing@globalapparelcorpgroup.com,183.187.229.28,de,34994.87,"9811 Industrial Pkwy, Suite 25, Textile City, TX 75886"
450 - 838516,AM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Stitch & Thread Co. LLC,Organic Cotton,100% Organic Cotton,Off-White,1070.89,8.75,8067130735104584,08/28,304,Discover,purchasing@stitchandthreadco.llc.com,18.8.222.47,fr,9370.29,"8811 Industrial Pkwy, Suite 450, Textile City, TX 79326"
792 - 472594,PM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Classic Tailors Inc,Polyester Taffeta,100% Polyester,Black,142.91,4.5,7031805339627466,07/32,252,Visa,purchasing@classictailorsinc.com,73.70.243.5,en,643.1,"1043 Industrial Pkwy, Suite 146, Textile City, TX 78301"
524 - 546235,AM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Urban Outfitters Inc. Group,Velvet,100% Rayon,Indigo Blue,506.82,22.0,1107977140049388,02/32,832,American Express,purchasing@urbanoutfittersinc.group.com,182.33.162.201,de,11150.04,"792 Industrial Pkwy, Suite 140, Textile City, TX 79987"
613 - 139738,PM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Classic Tailors Partners,Denim,100% Cotton,Navy Blue,745.84,12.5,3137971669841661,03/27,596,American Express,purchasing@classictailorspartners.com,80.127.119.213,de,9323.0,"5380 Industrial Pkwy, Suite 233, Textile City, TX 76499"
315 - 872766,PM,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Nordic Loom Partners,Denim,100% Cotton,Charcoal Grey,187.86,12.5,0142620370878211,07/26,961,Mastercard,purchasing@nordicloompartners.com,151.42.120.95,it,2348.25,"9464 Industrial Pkwy, Suite 272, Textile City, TX 79878"
616 - 917930,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Stitch & Thread Co. Group,Velvet,100% Rayon,Navy Blue,1460.15,22.0,7088948018644822,02/29,464,Mastercard,purchasing@stitchandthreadco.group.com,107.224.5.139,de,32123.3,"1111 Industrial Pkwy, Suite 425, Textile City, TX 75210"
365 - 666330,AM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Modern Textures Inc,Jacquard,70% Cotton / 30% Silk,Olive Green,268.13,28.5,7123691496112879,05/32,269,Discover,purchasing@moderntexturesinc.com,197.200.244.171,it,7641.7,"919 Industrial Pkwy, Suite 146, Textile City, TX 75353"
702 - 471868,AM,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Luxe Garments Group,Chiffon,100% Polyester,Black,1206.9,6.25,9615607832748835,12/29,462,Visa,purchasing@luxegarmentsgroup.com,218.203.93.75,it,7543.13,"840 Industrial Pkwy, Suite 463, Textile City, TX 79954"
531 - 836111,PM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Classic Tailors LLC,Velvet,100% Rayon,Emerald Green,1247.0,22.0,4960478421702851,07/27,263,American Express,purchasing@classictailorsllc.com,116.140.64.1,zh,27434.0,"9502 Industrial Pkwy, Suite 414, Textile City, TX 76818"
372 - 660591,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Nordic Loom Group,Velvet,100% Rayon,Emerald Green,568.73,22.0,6246728799160911,05/26,319,Visa,purchasing@nordicloomgroup.com,205.83.104.183,es,12512.06,"1868 Industrial Pkwy, Suite 129, Textile City, TX 76747"
586 - 854675,PM,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Urban Outfitters Inc. LLC,Canvas,100% Heavy Cotton,Mustard Yellow,992.91,11.0,3045881650254472,05/26,731,Visa,purchasing@urbanoutfittersinc.llc.com,235.98.148.71,en,10922.01,"9393 Industrial Pkwy, Suite 223, Textile City, TX 78293"
965 - 166248,PM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Stitch & Thread Co. LLC,Linen Blend,55% Linen / 45% Cotton,Mustard Yellow,952.69,14.2,4989808806782141,08/28,523,Visa,purchasing@stitchandthreadco.llc.com,112.192.135.140,es,13528.2,"8921 Industrial Pkwy, Suite 326, Textile City, TX 77039"
815 - 710029,PM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Luxe Garments Partners,Linen Blend,55% Linen / 45% Cotton,Blush Pink,1339.27,14.2,9415594501192920,11/32,589,American Express,purchasing@luxegarmentspartners.com,23.179.58.19,es,19017.63,"1387 Industrial Pkwy, Suite 226, Textile City, TX 75506"
332 - 972964,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Classic Tailors Inc,Organic Cotton,100% Organic Cotton,Charcoal Grey,819.01,8.75,3621894559067000,10/31,766,American Express,purchasing@classictailorsinc.com,160.128.91.13,fr,7166.34,"6265 Industrial Pkwy, Suite 202, Textile City, TX 77244"
904 - 876533,PM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Modern Textures Partners,Linen Blend,55% Linen / 45% Cotton,Emerald Green,1182.83,14.2,0564204565775809,08/32,415,American Express,purchasing@moderntexturespartners.com,218.14.217.34,de,16796.19,"6154 Industrial Pkwy, Suite 142, Textile City, TX 78313"
996 - 499780,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Classic Tailors Inc,Canvas,100% Heavy Cotton,Navy Blue,1056.23,11.0,4016599530062212,03/28,285,Discover,purchasing@classictailorsinc.com,133.159.205.35,fr,11618.53,"1203 Industrial Pkwy, Suite 209, Textile City, TX 75227"
206 - 182905,AM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Stitch & Thread Co. Group,Linen Blend,55% Linen / 45% Cotton,Off-White,300.69,14.2,5848860080179867,12/29,672,Mastercard,purchasing@stitchandthreadco.group.com,164.183.227.239,en,4269.8,"4576 Industrial Pkwy, Suite 238, Textile City, TX 76105"
835 - 528394,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Classic Tailors Group,Organic Cotton,100% Organic Cotton,Mustard Yellow,1475.93,8.75,2120384375365968,01/29,667,American Express,purchasing@classictailorsgroup.com,143.89.158.33,en,12914.39,"9233 Industrial Pkwy, Suite 365, Textile City, TX 76905"
615 - 440052,PM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Luxe Garments Group,Velvet,100% Rayon,Off-White,703.59,22.0,0644547523112327,05/32,650,Discover,purchasing@luxegarmentsgroup.com,210.203.105.63,it,15478.98,"4908 Industrial Pkwy, Suite 340, Textile City, TX 76362"
601 - 277965,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Elite Fabrics Partners,Polyester Taffeta,100% Polyester,Olive Green,779.41,4.5,2175080196304530,07/30,911,Mastercard,purchasing@elitefabricspartners.com,49.136.117.85,de,3507.34,"5106 Industrial Pkwy, Suite 16, Textile City, TX 75292"
978 - 834008,AM,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Classic Tailors Partners,Silk Satin,100% Mulberry Silk,Navy Blue,924.01,45.0,7848165244454460,09/27,939,American Express,purchasing@classictailorspartners.com,67.230.54.4,it,41580.45,"5351 Industrial Pkwy, Suite 133, Textile City, TX 79880"
226 - 254228,PM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Elite Fabrics Partners,Organic Cotton,100% Organic Cotton,Charcoal Grey,596.42,8.75,9996988290457927,02/28,959,Discover,purchasing@elitefabricspartners.com,21.45.195.182,fr,5218.67,"2967 Industrial Pkwy, Suite 147, Textile City, TX 76082"
308 - 972039,AM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Vogue Trends Ltd LLC,Organic Cotton,100% Organic Cotton,Crimson Red,225.63,8.75,3912187062932880,12/30,670,Mastercard,purchasing@voguetrendsltdllc.com,220.59.7.48,de,1974.26,"2979 Industrial Pkwy, Suite 465, Textile City, TX 75017"
116 - 166092,PM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Classic Tailors Partners,Jacquard,70% Cotton / 30% Silk,Charcoal Grey,1396.41,28.5,1008987610814356,02/28,163,Mastercard,purchasing@classictailorspartners.com,178.124.43.151,zh,39797.69,"876 Industrial Pkwy, Suite 412, Textile City, TX 78953"
382 - 541597,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Urban Outfitters Inc. Inc,Polyester Taffeta,100% Polyester,Indigo Blue,1359.26,4.5,6951003076205459,07/29,954,Visa,purchasing@urbanoutfittersinc.inc.com,23.223.221.249,it,6116.67,"6488 Industrial Pkwy, Suite 226, Textile City, TX 77200"
194 - 177411,AM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Urban Outfitters Inc. Inc,Jacquard,70% Cotton / 30% Silk,Emerald Green,673.35,28.5,1134078516994970,09/30,115,American Express,purchasing@urbanoutfittersinc.inc.com,152.103.150.142,de,19190.48,"6291 Industrial Pkwy, Suite 283, Textile City, TX 79648"
678 - 752036,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Classic Tailors Partners,Organic Cotton,100% Organic Cotton,Mustard Yellow,707.62,8.75,0838688891787915,01/28,922,Discover,purchasing@classictailorspartners.com,31.232.193.6,it,6191.68,"9843 Industrial Pkwy, Suite 131, Textile City, TX 76036"
122 - 191200,AM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Urban Outfitters Inc. Partners,Chiffon,100% Polyester,Navy Blue,712.53,6.25,8982604180952175,06/30,421,Visa,purchasing@urbanoutfittersinc.partners.com,192.46.70.125,fr,4453.31,"6409 Industrial Pkwy, Suite 318, Textile City, TX 76514"
902 - 178253,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Luxe Garments Group,Polyester Taffeta,100% Polyester,Charcoal Grey,1378.56,4.5,9962642229758917,01/32,824,American Express,purchasing@luxegarmentsgroup.com,38.177.150.96,es,6203.52,"843 Industrial Pkwy, Suite 173, Textile City, TX 78564"
898 - 630367,AM,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Nordic Loom LLC,Chiffon,100% Polyester,Crimson Red,779.49,6.25,2570900163564072,04/32,239,American Express,purchasing@nordicloomllc.com,155.167.143.2,en,4871.81,"1557 Industrial Pkwy, Suite 258, Textile City, TX 79261"
767 - 956505,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Luxe Garments Partners,Velvet,100% Rayon,Crimson Red,1273.57,22.0,3126168507105801,02/30,480,Visa,purchasing@luxegarmentspartners.com,238.55.44.81,de,28018.54,"7102 Industrial Pkwy, Suite 51, Textile City, TX 75357"
861 - 480347,AM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Global Apparel Corp LLC,Linen Blend,55% Linen / 45% Cotton,Crimson Red,1206.3,14.2,3007169500741894,09/31,435,American Express,purchasing@globalapparelcorpllc.com,145.239.211.152,zh,17129.46,"9489 Industrial Pkwy, Suite 119, Textile City, TX 78376"
452 - 237893,PM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Modern Textures Group,Linen Blend,55% Linen / 45% Cotton,Crimson Red,149.65,14.2,6198273481310450,03/28,893,Discover,purchasing@moderntexturesgroup.com,240.151.109.249,it,2125.03,"5997 Industrial Pkwy, Suite 234, Textile City, TX 77097"
636 - 901050,AM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Vogue Trends Ltd Partners,Organic Cotton,100% Organic Cotton,Mustard Yellow,1210.29,8.75,8064860673983448,09/27,660,American Express,purchasing@voguetrendsltdpartners.com,109.152.207.235,de,10590.04,"8950 Industrial Pkwy, Suite 34, Textile City, TX 77710"
442 - 155651,PM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Luxe Garments Group,Silk Satin,100% Mulberry Silk,Indigo Blue,765.41,45.0,6579551562392090,09/28,884,American Express,purchasing@luxegarmentsgroup.com,191.158.14.171,zh,34443.45,"1766 Industrial Pkwy, Suite 465, Textile City, TX 76913"
202 - 187382,AM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Elite Fabrics Partners,Organic Cotton,100% Organic Cotton,Indigo Blue,1344.8,8.75,1902547602206953,06/32,374,Visa,purchasing@elitefabricspartners.com,182.69.93.113,fr,11767.0,"9371 Industrial Pkwy, Suite 192, Textile City, TX 75487"
110 - 265579,PM,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Stitch & Thread Co. Inc,Chiffon,100% Polyester,Black,848.58,6.25,1532594795074071,08/31,295,Mastercard,purchasing@stitchandthreadco.inc.com,102.187.14.234,de,5303.62,"1177 Industrial Pkwy, Suite 34, Textile City, TX 75079"
502 - 401828,AM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Global Apparel Corp LLC,Linen Blend,55% Linen / 45% Cotton,Mustard Yellow,1326.73,14.2,9104520360894118,05/31,728,Visa,purchasing@globalapparelcorpllc.com,169.89.183.89,de,18839.57,"6224 Industrial Pkwy, Suite 361, Textile City, TX 79645"
448 - 253624,AM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Classic Tailors Group,Denim,100% Cotton,Emerald Green,1494.37,12.5,0067990069680186,12/29,588,American Express,purchasing@classictailorsgroup.com,140.136.64.184,de,18679.62,"3275 Industrial Pkwy, Suite 301, Textile City, TX 77367"
414 - 709278,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Global Apparel Corp Group,Organic Cotton,100% Organic Cotton,Charcoal Grey,203.36,8.75,6776255032501736,06/28,233,Discover,purchasing@globalapparelcorpgroup.com,149.130.94.150,en,1779.4,"3160 Industrial Pkwy, Suite 348, Textile City, TX 79691"
819 - 916943,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",EcoWeave Fashion Inc,Silk Satin,100% Mulberry Silk,Off-White,606.84,45.0,5110090605308868,05/27,114,Mastercard,purchasing@ecoweavefashioninc.com,125.112.69.158,en,27307.8,"4713 Industrial Pkwy, Suite 468, Textile City, TX 77740"
567 - 450311,PM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Nordic Loom LLC,Silk Satin,100% Mulberry Silk,Charcoal Grey,719.82,45.0,1299642603362027,06/28,633,Mastercard,purchasing@nordicloomllc.com,130.12.64.1,es,32391.9,"1976 Industrial Pkwy, Suite 56, Textile City, TX 77820"
962 - 269976,AM,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Vogue Trends Ltd LLC,Jacquard,70% Cotton / 30% Silk,Blush Pink,356.58,28.5,6219215818970591,07/26,891,Visa,purchasing@voguetrendsltdllc.com,107.170.41.187,zh,10162.53,"5227 Industrial Pkwy, Suite 301, Textile City, TX 78799"
806 - 593297,AM,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Classic Tailors Group,Denim,100% Cotton,Off-White,1493.37,12.5,0537893186928972,09/28,439,American Express,purchasing@classictailorsgroup.com,47.86.244.42,en,18667.12,"984 Industrial Pkwy, Suite 100, Textile City, TX 79515"
318 - 744918,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",EcoWeave Fashion LLC,Organic Cotton,100% Organic Cotton,Indigo Blue,234.99,8.75,2041447432811659,10/31,300,Visa,purchasing@ecoweavefashionllc.com,174.106.25.71,it,2056.16,"2545 Industrial Pkwy, Suite 122, Textile City, TX 76074"
233 - 851765,PM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Urban Outfitters Inc. LLC,Velvet,100% Rayon,Emerald Green,1405.61,22.0,1353028165064630,11/32,158,American Express,purchasing@urbanoutfittersinc.llc.com,124.233.235.92,es,30923.42,"9677 Industrial Pkwy, Suite 59, Textile City, TX 79401"
329 - 238432,AM,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Vogue Trends Ltd Group,Canvas,100% Heavy Cotton,Crimson Red,268.71,11.0,6174690298310438,05/26,734,Discover,purchasing@voguetrendsltdgroup.com,32.103.60.108,es,2955.81,"329 Industrial Pkwy, Suite 266, Textile City, TX 75457"
475 - 525577,PM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Classic Tailors Partners,Canvas,100% Heavy Cotton,Blush Pink,1470.56,11.0,0636219865504944,05/31,137,Discover,purchasing@classictailorspartners.com,187.156.96.184,de,16176.16,"9398 Industrial Pkwy, Suite 223, Textile City, TX 77816"
108 - 416985,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Modern Textures LLC,Jacquard,70% Cotton / 30% Silk,Olive Green,972.54,28.5,2262611424362585,05/31,254,Visa,purchasing@moderntexturesllc.com,22.252.50.190,zh,27717.39,"6777 Industrial Pkwy, Suite 85, Textile City, TX 76966"
